"NoCom";"CodeCli";"NoEmp";"DateCom";"ALivAvant";"DateEnv";"NoMess";"Port";"Destinataire";"AdrLiv";"VilleLiv";"RegionLiv";"CodepostalLiv";"PaysLiv"
10937;"CACTU";7;9/4/1996 00:00:00;23/4/1996 00:00:00;12/4/1996 00:00:00;3;158;"Cactus Comidas para llevar";"Cerrito 333";"Buenos Aires";;"1010";"Argentine"
10938;"QUICK";3;9/4/1996 00:00:00;7/5/1996 00:00:00;15/4/1996 00:00:00;2;159;"QUICK-Stop";"Taucherstraße 10";"Cunewalde";;"01307";"Allemagne"
10939;"MAGAA";2;9/4/1996 00:00:00;7/5/1996 00:00:00;12/4/1996 00:00:00;2;382;"Magazzini Alimentari Riuniti";"Via Ludovico il Moro 22";"Bergamo";;"24100";"Italie"
10940;"BONAP";8;10/4/1996 00:00:00;8/5/1996 00:00:00;22/4/1996 00:00:00;3;99;"Bon app'";"12, rue des Bouchers";"Marseille";;"13008";"France"
10941;"SAVEA";7;10/4/1996 00:00:00;8/5/1996 00:00:00;19/4/1996 00:00:00;2;2004;"Save-a-lot Markets";"187 Suffolk Ln.";"Boise";"ID";"83720";"Etats-Unis"
10942;"REGGC";9;10/4/1996 00:00:00;8/5/1996 00:00:00;17/4/1996 00:00:00;3;90;"Reggiani Caseifici";"Strada Provinciale 124";"Reggio Emilia";;"42100";"Italie"
10943;"BSBEV";4;10/4/1996 00:00:00;8/5/1996 00:00:00;18/4/1996 00:00:00;2;11;"B's Beverages";"Fauntleroy Circus";"London";;"EC2 5NT";"Royaume-Uni"
10944;"BOTTM";6;11/4/1996 00:00:00;25/4/1996 00:00:00;12/4/1996 00:00:00;3;265;"Bottom-Dollar Markets";"23 Tsawassen Blvd.";"Tsawassen";"BC";"T2F 8M4";"Canada"
10945;"MORGK";4;11/4/1996 00:00:00;9/5/1996 00:00:00;17/4/1996 00:00:00;1;51;"Morgenstern Gesundkost";"Heerstr. 22";"Leipzig";;"04179";"Allemagne"
10946;"VAFFE";1;11/4/1996 00:00:00;9/5/1996 00:00:00;18/4/1996 00:00:00;2;136;"Vaffeljernet";"Smagsløget 45";"Århus";;"8200";"Danemark"
10947;"BSBEV";3;12/4/1996 00:00:00;10/5/1996 00:00:00;15/4/1996 00:00:00;2;16;"B's Beverages";"Fauntleroy Circus";"London";;"EC2 5NT";"Royaume-Uni"
10948;"GODOS";3;12/4/1996 00:00:00;10/5/1996 00:00:00;18/4/1996 00:00:00;3;117;"Godos Cocina Típica";"C/ Romero, 33";"Sevilla";;"41101";"Espagne"
10949;"BOTTM";2;12/4/1996 00:00:00;10/5/1996 00:00:00;16/4/1996 00:00:00;3;372;"Bottom-Dollar Markets";"23 Tsawassen Blvd.";"Tsawassen";"BC";"T2F 8M4";"Canada"
10950;"MAGAA";1;15/4/1996 00:00:00;13/5/1996 00:00:00;22/4/1996 00:00:00;2;12;"Magazzini Alimentari Riuniti";"Via Ludovico il Moro 22";"Bergamo";;"24100";"Italie"
10951;"RICSU";9;15/4/1996 00:00:00;27/5/1996 00:00:00;7/5/1996 00:00:00;2;154;"Richter Supermarkt";"Starenweg 5";"Genève";;"1204";"Suisse"
10952;"ALFKI";1;15/4/1996 00:00:00;27/5/1996 00:00:00;23/4/1996 00:00:00;1;202;"Alfred's Futterkiste";"Obere Str. 57";"Berlin";;"12209";"Allemagne"
10953;"AROUT";9;15/4/1996 00:00:00;29/4/1996 00:00:00;24/4/1996 00:00:00;2;119;"Around the Horn";"Brook Farm
Stratford St. Mary";"Colchester";"Essex";"CO7 6JX";"Royaume-Uni"
10954;"LINOD";5;16/4/1996 00:00:00;28/5/1996 00:00:00;19/4/1996 00:00:00;1;140;"LINO-Delicateses";"Ave. 5 de Mayo Porlamar";"I. de Margarita";"Nueva Esparta";"4980";"Venezuela"
10955;"FOLKO";8;16/4/1996 00:00:00;14/5/1996 00:00:00;19/4/1996 00:00:00;2;16;"Folk och fä HB";"Åkergatan 24";"Bräcke";;"S-844 67";"Suède"
10956;"BLAUS";6;16/4/1996 00:00:00;28/5/1996 00:00:00;19/4/1996 00:00:00;2;223;"Blauer See Delikatessen";"Forsterstr. 57";"Mannheim";;"68306";"Allemagne"
10957;"HILAA";8;17/4/1996 00:00:00;15/5/1996 00:00:00;26/4/1996 00:00:00;3;527;"HILARIÓN-Abastos";"Carrera 22 con Ave. Carlos Soublette #8-35";"San Cristóbal";"Táchira";"5022";"Venezuela"
10958;"OCEAN";7;17/4/1996 00:00:00;15/5/1996 00:00:00;26/4/1996 00:00:00;2;248;"Océano Atlántico Ltda.";"Ing. Gustavo Moncada 8585
Piso 20-A";"Buenos Aires";;"1010";"Argentine"
10959;"GOURL";6;17/4/1996 00:00:00;29/5/1996 00:00:00;22/4/1996 00:00:00;2;25;"Gourmet Lanchonetes";"Av. Brasil, 442";"Campinas";"SP";"04876-786";"Brésil"
10960;"HILAA";3;18/4/1996 00:00:00;2/5/1996 00:00:00;8/5/1996 00:00:00;1;10;"HILARIÓN-Abastos";"Carrera 22 con Ave. Carlos Soublette #8-35";"San Cristóbal";"Táchira";"5022";"Venezuela"
10961;"QUEEN";8;18/4/1996 00:00:00;16/5/1996 00:00:00;29/4/1996 00:00:00;1;522;"Queen Cozinha";"Alameda dos Canàrios, 891";"São Paulo";"SP";"05487-020";"Brésil"
10962;"QUICK";8;18/4/1996 00:00:00;16/5/1996 00:00:00;22/4/1996 00:00:00;2;1379;"QUICK-Stop";"Taucherstraße 10";"Cunewalde";;"01307";"Allemagne"
10963;"FURIB";9;18/4/1996 00:00:00;16/5/1996 00:00:00;25/4/1996 00:00:00;3;14;"Furia Bacalhau e Frutos do Mar";"Jardim das rosas n. 32";"Lisboa";;"1675";"Portugal"
10964;"SPECD";3;19/4/1996 00:00:00;17/5/1996 00:00:00;23/4/1996 00:00:00;2;437;"Spécialités du monde";"25, rue Lauriston";"Paris";;"75016";"France"
10965;"OLDWO";6;19/4/1996 00:00:00;17/5/1996 00:00:00;29/4/1996 00:00:00;3;722;"Old World Delicatessen";"2743 Bering St.";"Anchorage";"AK";"99508";"Etats-Unis"
10966;"CHOPS";4;19/4/1996 00:00:00;17/5/1996 00:00:00;8/5/1996 00:00:00;1;136;"Chop-suey Chinese";"Hauptstr. 31";"Bern";;"3012";"Suisse"
10967;"TOMSP";2;22/4/1996 00:00:00;20/5/1996 00:00:00;2/5/1996 00:00:00;2;311;"Toms Spezialitäten";"Luisenstr. 48";"Münster";;"44087";"Allemagne"
10968;"ERNSH";1;22/4/1996 00:00:00;20/5/1996 00:00:00;1/5/1996 00:00:00;3;373;"Ernst Handel";"Kirchgasse 6";"Graz";;"8010";"Autriche"
10969;"COMMI";1;22/4/1996 00:00:00;20/5/1996 00:00:00;29/4/1996 00:00:00;2;1;"Comércio Mineiro";"Av. dos Lusíadas, 23";"São Paulo";"SP";"05432-043";"Brésil"
10970;"BOLID";9;23/4/1996 00:00:00;7/5/1996 00:00:00;24/5/1996 00:00:00;1;81;"Bólido Comidas preparadas";"C/ Araquil, 67";"Madrid";;"28023";"Espagne"
10971;"FRANR";2;23/4/1996 00:00:00;21/5/1996 00:00:00;2/5/1996 00:00:00;2;609;"France restauration";"54, rue Royale";"Nantes";;"44000";"France"
10972;"LACOR";4;23/4/1996 00:00:00;21/5/1996 00:00:00;25/4/1996 00:00:00;2;0;"La corne d'abondance";"67, avenue de l'Europe";"Versailles";;"78000";"France"
10973;"LACOR";6;23/4/1996 00:00:00;21/5/1996 00:00:00;26/4/1996 00:00:00;2;76;"La corne d'abondance";"67, avenue de l'Europe";"Versailles";;"78000";"France"
10974;"SPLIR";3;24/4/1996 00:00:00;8/5/1996 00:00:00;3/5/1996 00:00:00;3;65;"Split Rail Beer & Ale";"P.O. Box 555";"Lander";"WY";"82520";"Etats-Unis"
10975;"BOTTM";1;24/4/1996 00:00:00;22/5/1996 00:00:00;26/4/1996 00:00:00;3;161;"Bottom-Dollar Markets";"23 Tsawassen Blvd.";"Tsawassen";"BC";"T2F 8M4";"Canada"
10976;"HILAA";1;24/4/1996 00:00:00;5/6/1996 00:00:00;3/5/1996 00:00:00;1;190;"HILARIÓN-Abastos";"Carrera 22 con Ave. Carlos Soublette #8-35";"San Cristóbal";"Táchira";"5022";"Venezuela"
10977;"FOLKO";8;25/4/1996 00:00:00;23/5/1996 00:00:00;10/5/1996 00:00:00;3;1042;"Folk och fä HB";"Åkergatan 24";"Bräcke";;"S-844 67";"Suède"
10978;"MAISD";9;25/4/1996 00:00:00;23/5/1996 00:00:00;23/5/1996 00:00:00;2;164;"Maison Dewey";"Rue Joseph-Bens 532";"Bruxelles";;"B-1180";"Belgique"
10979;"ERNSH";8;25/4/1996 00:00:00;23/5/1996 00:00:00;30/4/1996 00:00:00;2;1765;"Ernst Handel";"Kirchgasse 6";"Graz";;"8010";"Autriche"
10980;"FOLKO";4;26/4/1996 00:00:00;7/6/1996 00:00:00;17/5/1996 00:00:00;1;6;"Folk och fä HB";"Åkergatan 24";"Bräcke";;"S-844 67";"Suède"
10981;"HANAR";1;26/4/1996 00:00:00;24/5/1996 00:00:00;2/5/1996 00:00:00;2;967;"Hanari Carnes";"Rua do Paço, 67";"Rio de Janeiro";"RJ";"05454-876";"Brésil"
10982;"BOTTM";2;26/4/1996 00:00:00;24/5/1996 00:00:00;8/5/1996 00:00:00;1;70;"Bottom-Dollar Markets";"23 Tsawassen Blvd.";"Tsawassen";"BC";"T2F 8M4";"Canada"
10983;"SAVEA";2;26/4/1996 00:00:00;24/5/1996 00:00:00;6/5/1996 00:00:00;2;3288;"Save-a-lot Markets";"187 Suffolk Ln.";"Boise";"ID";"83720";"Etats-Unis"
10984;"SAVEA";1;29/4/1996 00:00:00;27/5/1996 00:00:00;3/5/1996 00:00:00;3;1056;"Save-a-lot Markets";"187 Suffolk Ln.";"Boise";"ID";"83720";"Etats-Unis"
10985;"HUNGO";2;29/4/1996 00:00:00;27/5/1996 00:00:00;2/5/1996 00:00:00;1;458;"Hungry Owl All-Night Grocers";"8 Johnstown Road";"Cork";"Co. Cork";;"Irlande"
10986;"OCEAN";8;29/4/1996 00:00:00;27/5/1996 00:00:00;21/5/1996 00:00:00;2;1089;"Océano Atlántico Ltda.";"Ing. Gustavo Moncada 8585
Piso 20-A";"Buenos Aires";;"1010";"Argentine"
10987;"EASTC";8;30/4/1996 00:00:00;28/5/1996 00:00:00;6/5/1996 00:00:00;1;927;"Eastern Connection";"35 King George";"London";;"WX3 6FW";"Royaume-Uni"
10988;"RATTC";3;30/4/1996 00:00:00;28/5/1996 00:00:00;10/5/1996 00:00:00;2;306;"Rattlesnake Canyon Grocery";"2817 Milton Dr.";"Albuquerque";"NM";"87110";"Etats-Unis"
10989;"QUEDE";2;30/4/1996 00:00:00;28/5/1996 00:00:00;2/5/1996 00:00:00;1;174;"Que Delícia";"Rua da Panificadora, 12";"Rio de Janeiro";"RJ";"02389-673";"Brésil"
10990;"ERNSH";2;1/5/1996 00:00:00;12/6/1996 00:00:00;7/5/1996 00:00:00;3;588;"Ernst Handel";"Kirchgasse 6";"Graz";;"8010";"Autriche"
10991;"QUICK";1;1/5/1996 00:00:00;29/5/1996 00:00:00;7/5/1996 00:00:00;1;193;"QUICK-Stop";"Taucherstraße 10";"Cunewalde";;"01307";"Allemagne"
10992;"THEBI";1;1/5/1996 00:00:00;29/5/1996 00:00:00;3/5/1996 00:00:00;3;21;"The Big Cheese";"89 Jefferson Way
Suite 2";"Portland";"OR";"97201";"Etats-Unis"
10993;"FOLKO";7;1/5/1996 00:00:00;29/5/1996 00:00:00;10/5/1996 00:00:00;3;44;"Folk och fä HB";"Åkergatan 24";"Bräcke";;"S-844 67";"Suède"
10994;"VAFFE";2;2/5/1996 00:00:00;16/5/1996 00:00:00;9/5/1996 00:00:00;3;328;"Vaffeljernet";"Smagsløget 45";"Århus";;"8200";"Danemark"
10995;"PERIC";1;2/5/1996 00:00:00;30/5/1996 00:00:00;6/5/1996 00:00:00;3;230;"Pericles Comidas clásicas";"Calle Dr. Jorge Cash 321";"México D.F.";;"05033";"Mexique"
10996;"QUICK";4;2/5/1996 00:00:00;30/5/1996 00:00:00;10/5/1996 00:00:00;2;6;"QUICK-Stop";"Taucherstraße 10";"Cunewalde";;"01307";"Allemagne"
10997;"LILAS";8;3/5/1996 00:00:00;14/6/1996 00:00:00;13/5/1996 00:00:00;2;370;"LILA-Supermercado";"Carrera 52 con Ave. Bolívar #65-98 Llano Largo";"Barquisimeto";"Lara";"3508";"Venezuela"
10998;"WOLZA";8;3/5/1996 00:00:00;17/5/1996 00:00:00;17/5/1996 00:00:00;2;102;"Wolski Zajazd";"ul. Filtrowa 68";"Warszawa";;"01-012";"Pologne"
10999;"OTTIK";6;3/5/1996 00:00:00;31/5/1996 00:00:00;10/5/1996 00:00:00;2;482;"Ottilies Käseladen";"Mehrheimerstr. 369";"Köln";;"50739";"Allemagne"
11000;"RATTC";2;6/5/1996 00:00:00;3/6/1996 00:00:00;14/5/1996 00:00:00;3;276;"Rattlesnake Canyon Grocery";"2817 Milton Dr.";"Albuquerque";"NM";"87110";"Etats-Unis"
11001;"FOLKO";2;6/5/1996 00:00:00;3/6/1996 00:00:00;14/5/1996 00:00:00;2;986;"Folk och fä HB";"Åkergatan 24";"Bräcke";;"S-844 67";"Suède"
11002;"SAVEA";4;6/5/1996 00:00:00;3/6/1996 00:00:00;16/5/1996 00:00:00;1;706;"Save-a-lot Markets";"187 Suffolk Ln.";"Boise";"ID";"83720";"Etats-Unis"
11003;"THECR";3;6/5/1996 00:00:00;3/6/1996 00:00:00;8/5/1996 00:00:00;3;75;"The Cracker Box";"55 Grizzly Peak Rd.";"Butte";"MT";"59801";"Etats-Unis"
11004;"MAISD";3;7/5/1996 00:00:00;4/6/1996 00:00:00;20/5/1996 00:00:00;1;224;"Maison Dewey";"Rue Joseph-Bens 532";"Bruxelles";;"B-1180";"Belgique"
11005;"WILMK";2;7/5/1996 00:00:00;4/6/1996 00:00:00;10/5/1996 00:00:00;1;4;"Wilman Kala";"Keskuskatu 45";"Helsinki";;"21240";"Finlande"
11006;"GREAL";3;7/5/1996 00:00:00;4/6/1996 00:00:00;15/5/1996 00:00:00;2;126;"Great Lakes Food Market";"2732 Baker Blvd.";"Eugene";"OR";"97403";"Etats-Unis"
11007;"PRINI";8;8/5/1996 00:00:00;5/6/1996 00:00:00;13/5/1996 00:00:00;2;1011;"Princesa Isabel Vinhos";"Estrada da saúde n. 58";"Lisboa";;"1756";"Portugal"
11008;"ERNSH";7;8/5/1996 00:00:00;5/6/1996 00:00:00;;3;397;"Ernst Handel";"Kirchgasse 6";"Graz";;"8010";"Autriche"
11009;"GODOS";2;8/5/1996 00:00:00;5/6/1996 00:00:00;10/5/1996 00:00:00;1;296;"Godos Cocina Típica";"C/ Romero, 33";"Sevilla";;"41101";"Espagne"
11010;"REGGC";2;9/5/1996 00:00:00;6/6/1996 00:00:00;21/5/1996 00:00:00;2;144;"Reggiani Caseifici";"Strada Provinciale 124";"Reggio Emilia";;"42100";"Italie"
11011;"ALFKI";3;9/5/1996 00:00:00;6/6/1996 00:00:00;13/5/1996 00:00:00;1;6;"Alfred's Futterkiste";"Obere Str. 57";"Berlin";;"12209";"Allemagne"
11012;"FRANK";1;9/5/1996 00:00:00;23/5/1996 00:00:00;17/5/1996 00:00:00;3;1215;"Frankenversand";"Berliner Platz 43";"München";;"80805";"Allemagne"
11013;"ROMEY";2;9/5/1996 00:00:00;6/6/1996 00:00:00;10/5/1996 00:00:00;1;165;"Romero y tomillo";"Gran Vía, 1";"Madrid";;"28001";"Espagne"
11014;"LINOD";2;10/5/1996 00:00:00;7/6/1996 00:00:00;15/5/1996 00:00:00;3;118;"LINO-Delicateses";"Ave. 5 de Mayo Porlamar";"I. de Margarita";"Nueva Esparta";"4980";"Venezuela"
11015;"SANTG";2;10/5/1996 00:00:00;24/5/1996 00:00:00;20/5/1996 00:00:00;2;23;"Santé Gourmet";"Erling Skakkes gate 78";"Stavern";;"4110";"Norvège"
11016;"AROUT";9;10/5/1996 00:00:00;7/6/1996 00:00:00;13/5/1996 00:00:00;2;169;"Around the Horn";"Brook Farm
Stratford St. Mary";"Colchester";"Essex";"CO7 6JX";"Royaume-Uni"
11017;"ERNSH";9;13/5/1996 00:00:00;10/6/1996 00:00:00;20/5/1996 00:00:00;2;3771;"Ernst Handel";"Kirchgasse 6";"Graz";;"8010";"Autriche"
11018;"LONEP";4;13/5/1996 00:00:00;10/6/1996 00:00:00;16/5/1996 00:00:00;2;58;"Lonesome Pine Restaurant";"89 Chiaroscuro Rd.";"Portland";"OR";"97219";"Etats-Unis"
11019;"RANCH";6;13/5/1996 00:00:00;10/6/1996 00:00:00;;3;16;"Rancho grande";"Av. del Libertador 900";"Buenos Aires";;"1010";"Argentine"
11020;"OTTIK";2;14/5/1996 00:00:00;11/6/1996 00:00:00;16/5/1996 00:00:00;2;216;"Ottilies Käseladen";"Mehrheimerstr. 369";"Köln";;"50739";"Allemagne"
11021;"QUICK";3;14/5/1996 00:00:00;11/6/1996 00:00:00;21/5/1996 00:00:00;1;1486;"QUICK-Stop";"Taucherstraße 10";"Cunewalde";;"01307";"Allemagne"
11022;"HANAR";9;14/5/1996 00:00:00;11/6/1996 00:00:00;3/6/1996 00:00:00;2;31;"Hanari Carnes";"Rua do Paço, 67";"Rio de Janeiro";"RJ";"05454-876";"Brésil"
11023;"BSBEV";1;14/5/1996 00:00:00;28/5/1996 00:00:00;24/5/1996 00:00:00;2;619;"B's Beverages";"Fauntleroy Circus";"London";;"EC2 5NT";"Royaume-Uni"
11024;"EASTC";4;15/5/1996 00:00:00;12/6/1996 00:00:00;20/5/1996 00:00:00;1;372;"Eastern Connection";"35 King George";"London";;"WX3 6FW";"Royaume-Uni"
11025;"WARTH";6;15/5/1996 00:00:00;12/6/1996 00:00:00;24/5/1996 00:00:00;3;146;"Wartian Herkku";"Torikatu 38";"Oulu";;"90110";"Finlande"
11026;"FRANS";4;15/5/1996 00:00:00;12/6/1996 00:00:00;28/5/1996 00:00:00;1;235;"Franchi S.p.A.";"Via Monte Bianco 34";"Torino";;"10100";"Italie"
11027;"BOTTM";1;16/5/1996 00:00:00;13/6/1996 00:00:00;20/5/1996 00:00:00;1;263;"Bottom-Dollar Markets";"23 Tsawassen Blvd.";"Tsawassen";"BC";"T2F 8M4";"Canada"
11028;"KOENE";2;16/5/1996 00:00:00;13/6/1996 00:00:00;22/5/1996 00:00:00;1;148;"Königlich Essen";"Maubelstr. 90";"Brandenburg";;"14776";"Allemagne"
11029;"CHOPS";4;16/5/1996 00:00:00;13/6/1996 00:00:00;27/5/1996 00:00:00;1;239;"Chop-suey Chinese";"Hauptstr. 31";"Bern";;"3012";"Suisse"
11030;"SAVEA";7;17/5/1996 00:00:00;14/6/1996 00:00:00;27/5/1996 00:00:00;2;4154;"Save-a-lot Markets";"187 Suffolk Ln.";"Boise";"ID";"83720";"Etats-Unis"
11031;"SAVEA";6;17/5/1996 00:00:00;14/6/1996 00:00:00;24/5/1996 00:00:00;2;1136;"Save-a-lot Markets";"187 Suffolk Ln.";"Boise";"ID";"83720";"Etats-Unis"
11032;"WHITC";2;17/5/1996 00:00:00;14/6/1996 00:00:00;23/5/1996 00:00:00;3;3031;"White Clover Markets";"1029 - 12th Ave. S.";"Seattle";"WA";"98124";"Etats-Unis"
11033;"RICSU";7;17/5/1996 00:00:00;14/6/1996 00:00:00;23/5/1996 00:00:00;3;424;"Richter Supermarkt";"Starenweg 5";"Genève";;"1204";"Suisse"
11034;"OLDWO";8;20/5/1996 00:00:00;1/7/1996 00:00:00;27/5/1996 00:00:00;1;202;"Old World Delicatessen";"2743 Bering St.";"Anchorage";"AK";"99508";"Etats-Unis"
11035;"SUPRD";2;20/5/1996 00:00:00;17/6/1996 00:00:00;24/5/1996 00:00:00;2;1;"Suprêmes délices";"Boulevard Tirou, 255";"Charleroi";;"B-6000";"Belgique"
11036;"DRACD";8;20/5/1996 00:00:00;17/6/1996 00:00:00;22/5/1996 00:00:00;3;747;"Drachenblut Delikatessen";"Walserweg 21";"Aachen";;"52066";"Allemagne"
11037;"GODOS";7;21/5/1996 00:00:00;18/6/1996 00:00:00;27/5/1996 00:00:00;1;16;"Godos Cocina Típica";"C/ Romero, 33";"Sevilla";;"41101";"Espagne"
11038;"SUPRD";1;21/5/1996 00:00:00;18/6/1996 00:00:00;30/5/1996 00:00:00;2;148;"Suprêmes délices";"Boulevard Tirou, 255";"Charleroi";;"B-6000";"Belgique"
11039;"LINOD";1;21/5/1996 00:00:00;18/6/1996 00:00:00;;2;325;"LINO-Delicateses";"Ave. 5 de Mayo Porlamar";"I. de Margarita";"Nueva Esparta";"4980";"Venezuela"
11040;"GREAL";4;22/5/1996 00:00:00;19/6/1996 00:00:00;;3;94;"Great Lakes Food Market";"2732 Baker Blvd.";"Eugene";"OR";"97403";"Etats-Unis"
11041;"CHOPS";3;22/5/1996 00:00:00;19/6/1996 00:00:00;28/5/1996 00:00:00;2;241;"Chop-suey Chinese";"Hauptstr. 31";"Bern";;"3012";"Suisse"
11042;"COMMI";2;22/5/1996 00:00:00;5/6/1996 00:00:00;31/5/1996 00:00:00;1;150;"Comércio Mineiro";"Av. dos Lusíadas, 23";"São Paulo";"SP";"05432-043";"Brésil"
11043;"SPECD";5;22/5/1996 00:00:00;19/6/1996 00:00:00;29/5/1996 00:00:00;2;44;"Spécialités du monde";"25, rue Lauriston";"Paris";;"75016";"France"
11044;"WOLZA";4;23/5/1996 00:00:00;20/6/1996 00:00:00;31/5/1996 00:00:00;1;44;"Wolski Zajazd";"ul. Filtrowa 68";"Warszawa";;"01-012";"Pologne"
11045;"BOTTM";6;23/5/1996 00:00:00;20/6/1996 00:00:00;;2;353;"Bottom-Dollar Markets";"23 Tsawassen Blvd.";"Tsawassen";"BC";"T2F 8M4";"Canada"
11046;"WANDK";8;23/5/1996 00:00:00;20/6/1996 00:00:00;24/5/1996 00:00:00;2;358;"Die Wandernde Kuh";"Adenauerallee 900";"Stuttgart";;"70563";"Allemagne"
11047;"EASTC";7;24/5/1996 00:00:00;21/6/1996 00:00:00;31/5/1996 00:00:00;3;233;"Eastern Connection";"35 King George";"London";;"WX3 6FW";"Royaume-Uni"
11048;"BOTTM";7;24/5/1996 00:00:00;21/6/1996 00:00:00;30/5/1996 00:00:00;3;121;"Bottom-Dollar Markets";"23 Tsawassen Blvd.";"Tsawassen";"BC";"T2F 8M4";"Canada"
11049;"GOURL";3;24/5/1996 00:00:00;21/6/1996 00:00:00;3/6/1996 00:00:00;1;42;"Gourmet Lanchonetes";"Av. Brasil, 442";"Campinas";"SP";"04876-786";"Brésil"
11050;"FOLKO";8;27/5/1996 00:00:00;24/6/1996 00:00:00;4/6/1996 00:00:00;2;297;"Folk och fä HB";"Åkergatan 24";"Bräcke";;"S-844 67";"Suède"
11051;"LAMAI";7;27/5/1996 00:00:00;24/6/1996 00:00:00;;3;14;"La maison d'Asie";"1 rue Alsace-Lorraine";"Toulouse";;"31000";"France"
11052;"HANAR";3;27/5/1996 00:00:00;24/6/1996 00:00:00;31/5/1996 00:00:00;1;336;"Hanari Carnes";"Rua do Paço, 67";"Rio de Janeiro";"RJ";"05454-876";"Brésil"
11053;"PICCO";2;27/5/1996 00:00:00;24/6/1996 00:00:00;29/5/1996 00:00:00;2;265;"Piccolo und mehr";"Geislweg 14";"Salzburg";;"5020";"Autriche"
11054;"CACTU";8;28/5/1996 00:00:00;25/6/1996 00:00:00;;1;2;"Cactus Comidas para llevar";"Cerrito 333";"Buenos Aires";;"1010";"Argentine"
11055;"HILAA";7;28/5/1996 00:00:00;25/6/1996 00:00:00;4/6/1996 00:00:00;2;605;"HILARIÓN-Abastos";"Carrera 22 con Ave. Carlos Soublette #8-35";"San Cristóbal";"Táchira";"5022";"Venezuela"
11056;"EASTC";8;28/5/1996 00:00:00;11/6/1996 00:00:00;31/5/1996 00:00:00;2;1395;"Eastern Connection";"35 King George";"London";;"WX3 6FW";"Royaume-Uni"
11057;"NORTS";3;29/5/1996 00:00:00;26/6/1996 00:00:00;31/5/1996 00:00:00;3;21;"North/South";"South House
300 Queensbridge";"London";;"SW7 1RZ";"Royaume-Uni"
11058;"BLAUS";9;29/5/1996 00:00:00;26/6/1996 00:00:00;;3;156;"Blauer See Delikatessen";"Forsterstr. 57";"Mannheim";;"68306";"Allemagne"
11059;"RICAR";2;29/5/1996 00:00:00;10/7/1996 00:00:00;;2;429;"Ricardo Adocicados";"Av. Copacabana, 267";"Rio de Janeiro";"RJ";"02389-890";"Brésil"
11060;"FRANS";2;30/5/1996 00:00:00;27/6/1996 00:00:00;3/6/1996 00:00:00;2;55;"Franchi S.p.A.";"Via Monte Bianco 34";"Torino";;"10100";"Italie"
11061;"GREAL";4;30/5/1996 00:00:00;11/7/1996 00:00:00;;3;70;"Great Lakes Food Market";"2732 Baker Blvd.";"Eugene";"OR";"97403";"Etats-Unis"
11062;"REGGC";4;30/5/1996 00:00:00;27/6/1996 00:00:00;;2;150;"Reggiani Caseifici";"Strada Provinciale 124";"Reggio Emilia";;"42100";"Italie"
11063;"HUNGO";3;30/5/1996 00:00:00;27/6/1996 00:00:00;5/6/1996 00:00:00;2;409;"Hungry Owl All-Night Grocers";"8 Johnstown Road";"Cork";"Co. Cork";;"Irlande"
11064;"SAVEA";1;31/5/1996 00:00:00;28/6/1996 00:00:00;3/6/1996 00:00:00;1;150;"Save-a-lot Markets";"187 Suffolk Ln.";"Boise";"ID";"83720";"Etats-Unis"
11065;"LILAS";8;31/5/1996 00:00:00;28/6/1996 00:00:00;;1;65;"LILA-Supermercado";"Carrera 52 con Ave. Bolívar #65-98 Llano Largo";"Barquisimeto";"Lara";"3508";"Venezuela"
11066;"WHITC";7;31/5/1996 00:00:00;28/6/1996 00:00:00;3/6/1996 00:00:00;2;224;"White Clover Markets";"1029 - 12th Ave. S.";"Seattle";"WA";"98124";"Etats-Unis"
11067;"DRACD";1;3/6/1996 00:00:00;17/6/1996 00:00:00;5/6/1996 00:00:00;2;40;"Drachenblut Delikatessen";"Walserweg 21";"Aachen";;"52066";"Allemagne"
11068;"QUEEN";8;3/6/1996 00:00:00;1/7/1996 00:00:00;;2;409;"Queen Cozinha";"Alameda dos Canàrios, 891";"São Paulo";"SP";"05487-020";"Brésil"
11069;"TORTU";1;3/6/1996 00:00:00;1/7/1996 00:00:00;5/6/1996 00:00:00;2;78;"Tortuga Restaurante";"Avda. Azteca 123";"México D.F.";;"05033";"Mexique"
11070;"LEHMS";2;4/6/1996 00:00:00;2/7/1996 00:00:00;;1;680;"Lehmanns Marktstand";"Magazinweg 7";"Frankfurt a.M. ";;"60528";"Allemagne"
11071;"LILAS";1;4/6/1996 00:00:00;2/7/1996 00:00:00;;1;5;"LILA-Supermercado";"Carrera 52 con Ave. Bolívar #65-98 Llano Largo";"Barquisimeto";"Lara";"3508";"Venezuela"
11072;"ERNSH";4;4/6/1996 00:00:00;2/7/1996 00:00:00;;2;1293;"Ernst Handel";"Kirchgasse 6";"Graz";;"8010";"Autriche"
11073;"PERIC";2;4/6/1996 00:00:00;2/7/1996 00:00:00;;2;125;"Pericles Comidas clásicas";"Calle Dr. Jorge Cash 321";"México D.F.";;"05033";"Mexique"
11074;"SIMOB";7;5/6/1996 00:00:00;3/7/1996 00:00:00;;2;92;"Simons bistro";"Vinbæltet 34";"København";;"1734";"Danemark"
11075;"RICSU";8;5/6/1996 00:00:00;3/7/1996 00:00:00;;2;31;"Richter Supermarkt";"Starenweg 5";"Genève";;"1204";"Suisse"
11076;"BONAP";4;5/6/1996 00:00:00;3/7/1996 00:00:00;;2;191;"Bon app'";"12, rue des Bouchers";"Marseille";;"13008";"France"
